Product;week;month;year;unit
ITEM004;29;8;2023;65.8
ITEM004;30;8;2023;62.6
ITEM004;31;8;2023;71.0
ITEM004;32;8;2023;47.6
ITEM004;33;9;2023;50.4
ITEM004;34;9;2023;53.0
ITEM004;35;9;2023;39.2
ITEM004;36;9;2023;43.5
ITEM004;37;10;2023;56.0
ITEM004;38;10;2023;43.3
ITEM004;39;10;2023;46.3
ITEM004;40;10;2023;45.2
ITEM004;41;11;2023;41.2
ITEM004;42;11;2023;30.0
ITEM004;43;11;2023;34.3
ITEM004;44;11;2023;26.7
ITEM004;45;12;2023;31.6
ITEM004;46;12;2023;45.4
ITEM004;47;12;2023;0.0
ITEM004;48;12;2023;56.5
ITEM004;49;12;2023;69.5
ITEM004;50;12;2023;62.7
ITEM004;51;12;2023;59.4
ITEM004;52;12;2023;32.8
ITEM004;1;1;2024;36.9
ITEM004;2;1;2024;24.3
ITEM004;3;1;2024;33.3
ITEM004;4;1;2024;34.1
ITEM004;5;2;2024;45.9
ITEM004;6;2;2024;44.9
ITEM004;7;2;2024;41.2
ITEM004;8;2;2024;42.7
ITEM004;9;3;2024;45.2
ITEM004;10;3;2024;56.2
ITEM004;11;3;2024;43.5
ITEM004;12;3;2024;64.0
ITEM004;13;4;2024;60.7
ITEM004;14;4;2024;68.1
ITEM004;15;4;2024;53.0
ITEM004;16;4;2024;47.6
ITEM004;17;5;2024;69.0
ITEM004;18;5;2024;0.0
ITEM004;19;5;2024;75.3
ITEM004;20;5;2024;65.9
ITEM004;21;6;2024;71.4
ITEM004;22;6;2024;62.6
ITEM004;23;6;2024;78.3
ITEM004;24;6;2024;72.7
ITEM004;25;7;2024;64.9
ITEM004;26;7;2024;64.0
ITEM004;27;7;2024;66.4
ITEM004;28;7;2024;75.4
ITEM004;29;8;2024;73.7
ITEM004;30;8;2024;63.2
ITEM004;31;8;2024;65.2
ITEM004;32;8;2024;72.7
ITEM004;33;9;2024;69.3
ITEM004;34;9;2024;57.4
ITEM004;35;9;2024;55.9
ITEM004;36;9;2024;51.8
ITEM004;37;10;2024;59.1
ITEM004;38;10;2024;49.0
ITEM004;39;10;2024;44.5
ITEM004;40;10;2024;50.1
ITEM004;41;11;2024;42.2
ITEM004;42;11;2024;31.7
ITEM004;43;11;2024;44.4
ITEM004;44;11;2024;38.2
ITEM004;45;12;2024;43.5
ITEM004;46;12;2024;37.6
ITEM004;47;12;2024;62.8
ITEM004;48;12;2024;57.8
ITEM004;49;12;2024;72.3
ITEM004;50;12;2024;69.0
ITEM004;51;12;2024;66.8
ITEM004;52;12;2024;40.9
ITEM004;1;1;2025;27.8
ITEM004;2;1;2025;44.9
ITEM004;3;1;2025;46.8
ITEM004;4;1;2025;37.5
ITEM004;5;2;2025;41.3
ITEM004;6;2;2025;47.2
ITEM004;7;2;2025;39.9
ITEM004;8;2;2025;49.6
ITEM005;9;3;2022;9.2
ITEM005;10;3;2022;16.2
ITEM005;11;3;2022;14.8
ITEM005;12;3;2022;16.5
ITEM005;13;4;2022;16.8
ITEM005;14;4;2022;13.9
ITEM005;15;4;2022;20.6
ITEM005;16;4;2022;0.0
ITEM005;17;5;2022;19.3
ITEM005;18;5;2022;22.0
ITEM005;19;5;2022;13.9
ITEM005;20;5;2022;0.0
ITEM005;21;6;2022;0.0
ITEM005;22;6;2022;17.9
ITEM005;23;6;2022;18.3
ITEM005;24;6;2022;15.9
ITEM005;25;7;2022;17.1
ITEM005;26;7;2022;22.9
ITEM005;27;7;2022;21.0
ITEM005;28;7;2022;19.7
ITEM005;29;8;2022;17.0
ITEM005;30;8;2022;18.6
ITEM005;31;8;2022;0.0
ITEM005;32;8;2022;0.0
ITEM005;33;9;2022;16.3
ITEM005;34;9;2022;21.0
ITEM005;35;9;2022;17.1
ITEM005;36;9;2022;12.6
ITEM005;37;10;2022;15.4
ITEM005;38;10;2022;0.0
ITEM005;39;10;2022;12.0
ITEM005;40;10;2022;13.4
ITEM005;41;11;2022;12.1
ITEM005;42;11;2022;12.2
ITEM005;43;11;2022;12.4
ITEM005;44;11;2022;10.8
ITEM005;45;12;2022;10.3
ITEM005;46;12;2022;9.4
ITEM005;47;12;2022;14.3
ITEM005;48;12;2022;20.6
ITEM005;49;12;2022;17.3
ITEM005;50;12;2022;19.5
ITEM005;51;12;2022;0.0
ITEM005;52;12;2022;7.3
ITEM005;1;1;2023;0.0
ITEM005;2;1;2023;8.6
ITEM005;3;1;2023;0.0
ITEM005;4;1;2023;7.8
ITEM005;5;2;2023;15.4
ITEM005;6;2;2023;12.3
ITEM005;7;2;2023;13.2
ITEM005;8;2;2023;0.0
ITEM005;9;3;2023;14.1
ITEM005;10;3;2023;17.7
ITEM005;11;3;2023;13.7
ITEM005;12;3;2023;20.2
ITEM005;13;4;2023;15.4
ITEM005;14;4;2023;21.7
ITEM005;15;4;2023;16.7
ITEM005;16;4;2023;17.7
ITEM005;17;5;2023;0.0
ITEM005;18;5;2023;0.0
ITEM005;19;5;2023;19.8
ITEM005;20;5;2023;21.0
ITEM005;21;6;2023;23.4
ITEM005;22;6;2023;20.0
ITEM005;23;6;2023;17.3
ITEM005;24;6;2023;21.8
ITEM005;25;7;2023;21.0
ITEM005;26;7;2023;21.8
ITEM005;27;7;2023;18.1
ITEM005;28;7;2023;18.1
ITEM005;29;8;2023;0.0
ITEM005;30;8;2023;22.3
ITEM005;31;8;2023;22.4
ITEM005;32;8;2023;15.8
ITEM005;33;9;2023;15.3
ITEM005;34;9;2023;18.1
ITEM005;35;9;2023;0.0
ITEM005;36;9;2023;20.2
ITEM005;37;10;2023;12.3
ITEM005;38;10;2023;12.2
ITEM005;39;10;2023;13.6
ITEM005;40;10;2023;13.1
ITEM005;41;11;2023;10.9
ITEM005;42;11;2023;8.5
ITEM005;43;11;2023;0.0
ITEM005;44;11;2023;15.3
ITEM005;45;12;2023;8.0
ITEM005;46;12;2023;10.0
ITEM005;47;12;2023;25.7
ITEM005;48;12;2023;16.4
ITEM005;49;12;2023;20.0
ITEM005;50;12;2023;23.5
ITEM005;51;12;2023;19.9
ITEM005;52;12;2023;12.7
ITEM005;1;1;2024;12.1
ITEM005;2;1;2024;11.6
ITEM005;3;1;2024;14.7
ITEM005;4;1;2024;13.0
ITEM005;5;2;2024;11.1
ITEM005;6;2;2024;12.7
ITEM005;7;2;2024;14.0
ITEM005;8;2;2024;12.4
ITEM005;9;3;2024;14.9
ITEM005;10;3;2024;15.2
ITEM005;11;3;2024;17.8
ITEM005;12;3;2024;0.0
ITEM005;13;4;2024;18.0
ITEM005;14;4;2024;22.6
ITEM005;15;4;2024;0.0
ITEM005;16;4;2024;19.7
ITEM005;17;5;2024;18.3
ITEM005;18;5;2024;20.7
ITEM005;19;5;2024;20.9
ITEM005;20;5;2024;18.7
ITEM005;21;6;2024;19.3
ITEM005;22;6;2024;0.0
ITEM005;23;6;2024;25.9
ITEM005;24;6;2024;21.0
ITEM005;25;7;2024;16.7
ITEM005;26;7;2024;14.3
ITEM005;27;7;2024;0.0
ITEM005;28;7;2024;22.3
ITEM005;29;8;2024;15.9
ITEM005;30;8;2024;21.9
ITEM005;31;8;2024;20.7
ITEM005;32;8;2024;17.8
ITEM005;33;9;2024;12.9
ITEM005;34;9;2024;14.7
ITEM005;35;9;2024;15.3
ITEM005;36;9;2024;0.0
ITEM005;37;10;2024;10.9
ITEM005;38;10;2024;18.3
ITEM005;39;10;2024;14.3
ITEM005;40;10;2024;14.0
ITEM005;41;11;2024;13.9
ITEM005;42;11;2024;0.0
ITEM005;43;11;2024;11.5
ITEM005;44;11;2024;12.6
ITEM005;45;12;2024;8.1
ITEM005;46;12;2024;15.2
ITEM005;47;12;2024;19.0
ITEM005;48;12;2024;16.5
ITEM005;49;12;2024;0.0
ITEM005;50;12;2024;0.0
ITEM005;51;12;2024;17.3
ITEM005;52;12;2024;2.6
ITEM005;1;1;2025;12.6
ITEM005;2;1;2025;0.0
ITEM005;3;1;2025;8.2
ITEM005;4;1;2025;11.4
ITEM005;5;2;2025;12.1
ITEM005;6;2;2025;9.3
ITEM005;7;2;2025;12.8
ITEM005;8;2;2025;14.2
ITEM005;9;3;2025;0.0
ITEM005;10;3;2025;0.0
ITEM005;11;3;2025;13.3
ITEM005;12;3;2025;16.2
ITEM005;13;4;2025;16.1
ITEM005;14;4;2025;0.0
ITEM005;15;4;2025;0.0
ITEM005;16;4;2025;22.4
ITEM005;17;5;2025;20.4
ITEM005;18;5;2025;18.7
ITEM005;19;5;2025;23.7
ITEM005;20;5;2025;23.2
ITEM005;21;6;2025;25.5
ITEM005;22;6;2025;22.3
ITEM005;23;6;2025;0.0
ITEM005;24;6;2025;0.0
ITEM005;25;7;2025;19.6
ITEM005;26;7;2025;19.9
ITEM005;27;7;2025;22.7
ITEM005;28;7;2025;19.0
ITEM005;29;8;2025;25.5
ITEM005;30;8;2025;21.1
ITEM005;31;8;2025;19.4
ITEM005;32;8;2025;19.0
ITEM005;33;9;2025;17.2
ITEM005;34;9;2025;12.3
ITEM005;35;9;2025;15.1
ITEM005;36;9;2025;20.6
ITEM005;37;10;2025;15.8
ITEM005;38;10;2025;17.6
ITEM005;39;10;2025;17.0
ITEM005;40;10;2025;13.0
ITEM005;41;11;2025;14.5
ITEM005;42;11;2025;7.2
ITEM005;43;11;2025;15.9
ITEM005;44;11;2025;15.2
ITEM005;45;12;2025;12.1
ITEM005;46;12;2025;11.2
ITEM005;47;12;2025;19.1
ITEM005;48;12;2025;22.6
ITEM005;49;12;2025;21.3
ITEM005;50;12;2025;10.5
ITEM005;51;12;2025;18.1
ITEM005;52;12;2025;7.1
ITEM005;1;1;2026;6.9
ITEM005;2;1;2026;14.6
ITEM005;3;1;2026;11.4
ITEM005;4;1;2026;0.0
ITEM005;5;2;2026;12.9
ITEM005;6;2;2026;9.5
ITEM005;7;2;2026;9.3
ITEM005;8;2;2026;13.4
ITEM005;9;3;2026;0.0
ITEM005;10;3;2026;15.1
ITEM005;11;3;2026;15.9
ITEM005;12;3;2026;23.8
ITEM005;13;4;2026;21.4
ITEM005;14;4;2026;0.0
ITEM005;15;4;2026;19.4
ITEM005;16;4;2026;20.1
ITEM005;17;5;2026;22.9
ITEM005;18;5;2026;20.9
ITEM005;19;5;2026;24.3
ITEM005;20;5;2026;22.9
ITEM005;21;6;2026;28.4
ITEM005;22;6;2026;0.0
ITEM005;23;6;2026;25.6
ITEM005;24;6;2026;19.1
ITEM005;25;7;2026;20.3
ITEM005;26;7;2026;27.7
ITEM005;27;7;2026;24.2
ITEM005;28;7;2026;22.8
ITEM005;29;8;2026;28.0
ITEM005;30;8;2026;20.2
ITEM005;31;8;2026;23.1
ITEM005;32;8;2026;22.7
ITEM005;33;9;2026;0.0
ITEM005;34;9;2026;14.4
ITEM005;35;9;2026;16.9
ITEM005;36;9;2026;17.4
ITEM005;37;10;2026;20.5
ITEM005;38;10;2026;16.4
ITEM005;39;10;2026;17.9
ITEM005;40;10;2026;10.0
ITEM005;41;11;2026;12.2
ITEM005;42;11;2026;0.0
ITEM005;43;11;2026;11.5
ITEM005;44;11;2026;11.6
ITEM005;45;12;2026;16.0
ITEM005;46;12;2026;8.4
ITEM005;47;12;2026;17.8
ITEM005;48;12;2026;0.0
ITEM005;49;12;2026;24.5
ITEM005;50;12;2026;22.6
ITEM005;51;12;2026;22.7
ITEM005;52;12;2026;10.0
ITEM006;29;8;2022;176.5
ITEM006;30;8;2022;198.5
ITEM006;31;8;2022;214.7
ITEM006;32;8;2022;189.1
ITEM006;33;9;2022;173.7
ITEM006;34;9;2022;189.8
ITEM006;35;9;2022;165.8
ITEM006;36;9;2022;162.5
ITEM006;37;10;2022;128.7
ITEM006;38;10;2022;141.2
ITEM006;39;10;2022;166.5
ITEM006;40;10;2022;133.5
ITEM006;41;11;2022;110.8
ITEM006;42;11;2022;120.1
ITEM006;43;11;2022;96.7
ITEM006;44;11;2022;109.2
ITEM006;45;12;2022;95.9
ITEM006;46;12;2022;88.3
ITEM006;47;12;2022;187.5
ITEM006;48;12;2022;200.4
ITEM006;49;12;2022;195.3
ITEM006;50;12;2022;154.6
ITEM006;51;12;2022;193.8
ITEM006;52;12;2022;136.2
ITEM006;1;1;2023;89.6
ITEM006;2;1;2023;116.5
ITEM006;3;1;2023;118.7
ITEM006;4;1;2023;141.8
ITEM006;5;2;2023;135.4
ITEM006;6;2;2023;138.1
ITEM006;7;2;2023;129.5
ITEM006;8;2;2023;151.5
ITEM006;9;3;2023;159.8
ITEM006;10;3;2023;154.2
ITEM006;11;3;2023;158.7
ITEM006;12;3;2023;160.1
ITEM006;13;4;2023;161.3
ITEM006;14;4;2023;199.2
ITEM006;15;4;2023;187.7
ITEM006;16;4;2023;189.7
ITEM006;17;5;2023;177.2
ITEM006;18;5;2023;180.2
ITEM006;19;5;2023;229.3
ITEM006;20;5;2023;209.0
ITEM006;21;6;2023;221.6
ITEM006;22;6;2023;224.2
ITEM006;23;6;2023;196.5
ITEM006;24;6;2023;244.4
ITEM006;25;7;2023;204.1
ITEM006;26;7;2023;248.6
ITEM006;27;7;2023;217.5
ITEM006;28;7;2023;201.9
ITEM006;29;8;2023;190.1
ITEM006;30;8;2023;212.5
ITEM006;31;8;2023;193.8
ITEM006;32;8;2023;181.9
ITEM006;33;9;2023;154.1
ITEM006;34;9;2023;167.1
ITEM006;35;9;2023;171.2
ITEM006;36;9;2023;168.1
ITEM006;37;10;2023;132.0
ITEM006;38;10;2023;120.9
ITEM006;39;10;2023;106.4
ITEM006;40;10;2023;127.5
ITEM006;41;11;2023;117.6
ITEM006;42;11;2023;135.1
ITEM006;43;11;2023;130.5
ITEM006;44;11;2023;103.6
ITEM006;45;12;2023;91.7
ITEM006;46;12;2023;107.8
ITEM006;47;12;2023;185.1
ITEM006;48;12;2023;176.5
ITEM006;49;12;2023;194.7
ITEM006;50;12;2023;170.2
ITEM006;51;12;2023;202.5
ITEM006;52;12;2023;100.1
ITEM006;1;1;2024;111.5
ITEM006;2;1;2024;78.0
ITEM006;3;1;2024;141.7
ITEM006;4;1;2024;141.1
ITEM006;5;2;2024;125.2
ITEM006;6;2;2024;130.2
ITEM006;7;2;2024;154.3
ITEM006;8;2;2024;152.5
ITEM006;9;3;2024;171.6
ITEM006;10;3;2024;141.3
ITEM006;11;3;2024;164.8
ITEM006;12;3;2024;193.8
ITEM006;13;4;2024;174.8
ITEM006;14;4;2024;198.8
ITEM006;15;4;2024;198.2
ITEM006;16;4;2024;204.6
ITEM006;17;5;2024;220.8
ITEM006;18;5;2024;217.6
ITEM006;19;5;2024;220.1
ITEM006;20;5;2024;219.0
ITEM006;21;6;2024;204.7
ITEM006;22;6;2024;230.3
ITEM006;23;6;2024;236.3
ITEM006;24;6;2024;246.9
ITEM006;25;7;2024;214.5
ITEM006;26;7;2024;235.9
ITEM006;27;7;2024;243.0
ITEM006;28;7;2024;236.8
ITEM006;29;8;2024;203.3
ITEM006;30;8;2024;199.6
ITEM006;31;8;2024;214.8
ITEM006;32;8;2024;205.6
ITEM006;33;9;2024;194.7
ITEM006;34;9;2024;149.6
ITEM006;35;9;2024;181.5
ITEM006;36;9;2024;166.5
ITEM006;37;10;2024;181.5
ITEM006;38;10;2024;148.2
ITEM006;39;10;2024;154.0
ITEM006;40;10;2024;122.7
ITEM006;41;11;2024;116.6
ITEM006;42;11;2024;136.6
ITEM006;43;11;2024;103.1
ITEM006;44;11;2024;108.1
ITEM006;45;12;2024;105.6
ITEM006;46;12;2024;106.2
ITEM006;47;12;2024;212.0
ITEM006;48;12;2024;181.2
ITEM006;49;12;2024;194.9
ITEM006;50;12;2024;215.4
ITEM006;51;12;2024;205.8
ITEM006;52;12;2024;102.7
ITEM006;1;1;2025;113.8
ITEM006;2;1;2025;114.9
ITEM006;3;1;2025;134.0
ITEM006;4;1;2025;138.1
ITEM006;5;2;2025;113.6
ITEM006;6;2;2025;138.4
ITEM006;7;2;2025;148.8
ITEM006;8;2;2025;160.2
ITEM006;9;3;2025;175.4
ITEM006;10;3;2025;189.3
ITEM006;11;3;2025;178.4
ITEM006;12;3;2025;177.3
ITEM006;13;4;2025;176.3
ITEM006;14;4;2025;172.5
ITEM006;15;4;2025;203.6
ITEM006;16;4;2025;200.6
ITEM006;17;5;2025;219.2
ITEM006;18;5;2025;224.8
ITEM006;19;5;2025;212.1
ITEM006;20;5;2025;214.9
ITEM006;21;6;2025;244.8
ITEM006;22;6;2025;231.0
ITEM006;23;6;2025;217.1
ITEM006;24;6;2025;231.0
ITEM006;25;7;2025;266.2
ITEM006;26;7;2025;235.1
ITEM006;27;7;2025;229.3
ITEM006;28;7;2025;208.6
ITEM006;29;8;2025;185.4
ITEM006;30;8;2025;227.5
ITEM006;31;8;2025;210.4
ITEM006;32;8;2025;208.9
ITEM006;33;9;2025;205.9
ITEM006;34;9;2025;182.5
ITEM006;35;9;2025;162.2
ITEM006;36;9;2025;182.8
